Store,Dept,Date,IsHoliday,Weekly_Pred
1,55,2011-03-04,FALSE,16120.04
1,55,2011-03-11,FALSE,14410.07
1,55,2011-03-18,FALSE,14590.87
1,55,2011-03-25,FALSE,11836.92
1,55,2011-04-01,FALSE,13435.38
1,55,2011-04-08,FALSE,11185.09
1,55,2011-04-15,FALSE,9537.96
1,55,2011-04-22,FALSE,11082.83
1,55,2011-04-29,FALSE,11439.61
1,56,2011-03-04,FALSE,5298.62
1,56,2011-03-11,FALSE,8773.81
1,56,2011-03-18,FALSE,11836.32
1,56,2011-03-25,FALSE,5974.74
1,56,2011-04-01,FALSE,13928.36
1,56,2011-04-08,FALSE,13987.13
1,56,2011-04-15,FALSE,16347.63
1,56,2011-04-22,FALSE,13262.63
1,56,2011-04-29,FALSE,10546.89
1,58,2011-03-04,FALSE,5796
1,58,2011-03-11,FALSE,3485
1,58,2011-03-18,FALSE,3380
1,58,2011-03-25,FALSE,3437
1,58,2011-04-01,FALSE,4587
1,58,2011-04-08,FALSE,4262
1,58,2011-04-15,FALSE,2288
1,58,2011-04-22,FALSE,6634
1,58,2011-04-29,FALSE,2893
1,59,2011-03-04,FALSE,1275.29
1,59,2011-03-11,FALSE,1069.23
1,59,2011-03-18,FALSE,1133.2
1,59,2011-03-25,FALSE,1274.11
1,59,2011-04-01,FALSE,1320.11
1,59,2011-04-08,FALSE,1048.65
1,59,2011-04-15,FALSE,1047.97
1,59,2011-04-22,FALSE,897.87
1,59,2011-04-29,FALSE,797.05
1,60,2011-03-04,FALSE,1371
1,60,2011-03-11,FALSE,906.4
1,60,2011-03-18,FALSE,677.6
1,60,2011-03-25,FALSE,844.8
1,60,2011-04-01,FALSE,1179.2
1,60,2011-04-08,FALSE,1029.6
1,60,2011-04-15,FALSE,888.8
1,60,2011-04-22,FALSE,704
1,60,2011-04-29,FALSE,932.8
1,67,2011-03-04,FALSE,6519.39
1,67,2011-03-11,FALSE,6759.29
1,67,2011-03-18,FALSE,6514.45
1,67,2011-03-25,FALSE,6170.29
1,67,2011-04-01,FALSE,7963.67
1,67,2011-04-08,FALSE,6371.03
1,67,2011-04-15,FALSE,5562.19
1,67,2011-04-22,FALSE,6384.8
1,67,2011-04-29,FALSE,8683.44
1,71,2011-03-04,FALSE,3010
1,71,2011-03-11,FALSE,2566.58
1,71,2011-03-18,FALSE,2445.91
1,71,2011-03-25,FALSE,2422.24
1,71,2011-04-01,FALSE,2372
1,71,2011-04-08,FALSE,2547.04
1,71,2011-04-15,FALSE,1901.5
1,71,2011-04-22,FALSE,1995.5
1,71,2011-04-29,FALSE,1500.88
1,72,2011-03-04,FALSE,65525.74
1,72,2011-03-11,FALSE,45046.81
1,72,2011-03-18,FALSE,41069.55
1,72,2011-03-25,FALSE,40796.33
1,72,2011-04-01,FALSE,50079.67
1,72,2011-04-08,FALSE,43346.92
1,72,2011-04-15,FALSE,38711.22
1,72,2011-04-22,FALSE,42222.53
1,72,2011-04-29,FALSE,38131.53
1,74,2011-03-04,FALSE,13824.33
1,74,2011-03-11,FALSE,12253.4
1,74,2011-03-18,FALSE,11792.55
1,74,2011-03-25,FALSE,10604.88
1,74,2011-04-01,FALSE,10625.15
1,74,2011-04-08,FALSE,10895.18
1,74,2011-04-15,FALSE,9855.89
1,74,2011-04-22,FALSE,9499.39
1,74,2011-04-29,FALSE,10712.5
1,79,2011-03-04,FALSE,42931.77
1,79,2011-03-11,FALSE,31669.24
1,79,2011-03-18,FALSE,32604.49
1,79,2011-03-25,FALSE,29223.39
1,79,2011-04-01,FALSE,40910.94
1,79,2011-04-08,FALSE,37815.5
1,79,2011-04-15,FALSE,32135.69
1,79,2011-04-22,FALSE,28230.72
1,79,2011-04-29,FALSE,30450.45
1,80,2011-03-04,FALSE,15680.71
1,80,2011-03-11,FALSE,14708.62
1,80,2011-03-18,FALSE,15871.19
1,80,2011-03-25,FALSE,14385.66
1,80,2011-04-01,FALSE,14810.01
1,80,2011-04-08,FALSE,16418.64
1,80,2011-04-15,FALSE,15583.62
1,80,2011-04-22,FALSE,14283.64
1,80,2011-04-29,FALSE,13879.7
1,81,2011-03-04,FALSE,29957.47
1,81,2011-03-11,FALSE,29272.13
1,81,2011-03-18,FALSE,30287.91
1,81,2011-03-25,FALSE,29871.06
1,81,2011-04-01,FALSE,29649.34
1,81,2011-04-08,FALSE,30023.4
1,81,2011-04-15,FALSE,28518.47
1,81,2011-04-22,FALSE,27455.91
1,81,2011-04-29,FALSE,28836.25
1,82,2011-03-04,FALSE,19974.91
1,82,2011-03-11,FALSE,18201.88
1,82,2011-03-18,FALSE,18348.98
1,82,2011-03-25,FALSE,16479.16
1,82,2011-04-01,FALSE,17695.89
1,82,2011-04-08,FALSE,17678.66
1,82,2011-04-15,FALSE,16566.09
1,82,2011-04-22,FALSE,16204.99
1,82,2011-04-29,FALSE,17115.38
1,83,2011-03-04,FALSE,8840
1,83,2011-03-11,FALSE,6483.01
1,83,2011-03-18,FALSE,6226.01
1,83,2011-03-25,FALSE,5693.05
1,83,2011-04-01,FALSE,7829.88
1,83,2011-04-08,FALSE,6861.06
1,83,2011-04-15,FALSE,5829.18
1,83,2011-04-22,FALSE,4638.15
1,83,2011-04-29,FALSE,4085.57
1,85,2011-03-04,FALSE,4027.52
1,85,2011-03-11,FALSE,4098.27
1,85,2011-03-18,FALSE,4072.67
1,85,2011-03-25,FALSE,3631.93
1,85,2011-04-01,FALSE,3585.97
1,85,2011-04-08,FALSE,2569.62
1,85,2011-04-15,FALSE,4827.2
1,85,2011-04-22,FALSE,4157
1,85,2011-04-29,FALSE,4449.36
1,87,2011-03-04,FALSE,30800.98
1,87,2011-03-11,FALSE,18911.79
1,87,2011-03-18,FALSE,28002.01
1,87,2011-03-25,FALSE,23926.34
1,87,2011-04-01,FALSE,32893.64
1,87,2011-04-08,FALSE,29922.64
1,87,2011-04-15,FALSE,31171.25
1,87,2011-04-22,FALSE,30756.13
1,87,2011-04-29,FALSE,31240.73
1,90,2011-03-04,FALSE,78081.85
1,90,2011-03-11,FALSE,73943.62
1,90,2011-03-18,FALSE,76760.92
1,90,2011-03-25,FALSE,71666.24
1,90,2011-04-01,FALSE,77280.42
1,90,2011-04-08,FALSE,75592.52
1,90,2011-04-15,FALSE,73155.28
1,90,2011-04-22,FALSE,68521.99
1,90,2011-04-29,FALSE,67584.03
1,91,2011-03-04,FALSE,62755.71
1,91,2011-03-11,FALSE,63668.62
1,91,2011-03-18,FALSE,63250.87
1,91,2011-03-25,FALSE,55614.69
1,91,2011-04-01,FALSE,57845.36
1,91,2011-04-08,FALSE,60177.2
1,91,2011-04-15,FALSE,63631.89
1,91,2011-04-22,FALSE,56051.87
1,91,2011-04-29,FALSE,55068.72
1,92,2011-03-04,FALSE,132945.44
1,92,2011-03-11,FALSE,124418.65
1,92,2011-03-18,FALSE,127434.37
1,92,2011-03-25,FALSE,116688.75
1,92,2011-04-01,FALSE,126907.41
1,92,2011-04-08,FALSE,129466.97
1,92,2011-04-15,FALSE,128626.08
1,92,2011-04-22,FALSE,111703.46
1,92,2011-04-29,FALSE,109579.6
1,93,2011-03-04,FALSE,63550.08
1,93,2011-03-11,FALSE,63593.12
1,93,2011-03-18,FALSE,62781.44
1,93,2011-03-25,FALSE,55082.4
1,93,2011-04-01,FALSE,63245
1,93,2011-04-08,FALSE,66795.56
1,93,2011-04-15,FALSE,67716.6
1,93,2011-04-22,FALSE,55781.92
1,93,2011-04-29,FALSE,55901.42
1,94,2011-03-04,FALSE,59201.37
1,94,2011-03-11,FALSE,61326.35
1,94,2011-03-18,FALSE,64718.53
1,94,2011-03-25,FALSE,59159.95
1,94,2011-04-01,FALSE,66172.11
1,94,2011-04-08,FALSE,69441.1
1,94,2011-04-15,FALSE,67420.53
1,94,2011-04-22,FALSE,60764.62
1,94,2011-04-29,FALSE,60744.62
1,95,2011-03-04,FALSE,112807.75
1,95,2011-03-11,FALSE,112048.41
1,95,2011-03-18,FALSE,117716.13
1,95,2011-03-25,FALSE,113117.35
1,95,2011-04-01,FALSE,111466.37
1,95,2011-04-08,FALSE,116770.82
1,95,2011-04-15,FALSE,126341.84
1,95,2011-04-22,FALSE,110204.77
1,95,2011-04-29,FALSE,107648.14
1,96,2011-03-04,FALSE,0
1,96,2011-03-11,FALSE,0
1,96,2011-03-18,FALSE,0
1,96,2011-03-25,FALSE,0
1,96,2011-04-01,FALSE,0
1,96,2011-04-08,FALSE,0
1,96,2011-04-15,FALSE,0
1,96,2011-04-22,FALSE,0
1,96,2011-04-29,FALSE,0
1,97,2011-03-04,FALSE,31576.47
1,97,2011-03-11,FALSE,31197.12
1,97,2011-03-18,FALSE,31733.15
1,97,2011-03-25,FALSE,30294.48
1,97,2011-04-01,FALSE,30149.2
1,97,2011-04-08,FALSE,32544.27
1,97,2011-04-15,FALSE,33866.82
1,97,2011-04-22,FALSE,29464
1,97,2011-04-29,FALSE,29095.46
1,98,2011-03-04,FALSE,10903.65
1,98,2011-03-11,FALSE,10819.46
1,98,2011-03-18,FALSE,11323.78
1,98,2011-03-25,FALSE,10063.69
1,98,2011-04-01,FALSE,14740.14
1,98,2011-04-08,FALSE,12217.58
1,98,2011-04-15,FALSE,10791.63
1,98,2011-04-22,FALSE,10156.01
1,98,2011-04-29,FALSE,9845.35
1,99,2011-03-04,FALSE,0
1,99,2011-03-11,FALSE,0
2,1,2011-03-04,FALSE,27372.05
2,1,2011-03-11,FALSE,28660.87
2,1,2011-03-18,FALSE,28446.92
2,1,2011-03-25,FALSE,32213.99
2,1,2011-04-01,FALSE,82766.07
2,1,2011-04-08,FALSE,66560
2,1,2011-04-15,FALSE,21308.59
2,1,2011-04-22,FALSE,22163.12
2,1,2011-04-29,FALSE,24066.2
2,2,2011-03-04,FALSE,68428.64
2,2,2011-03-11,FALSE,66622.03
2,2,2011-03-18,FALSE,64307.01
2,2,2011-03-25,FALSE,59770.18
2,2,2011-04-01,FALSE,68286.2
2,2,2011-04-08,FALSE,64295.22
2,2,2011-04-15,FALSE,65172.2
2,2,2011-04-22,FALSE,66471.86
2,2,2011-04-29,FALSE,65054.02
2,3,2011-03-04,FALSE,14895.96
2,3,2011-03-11,FALSE,13061.56
2,3,2011-03-18,FALSE,10394.28
2,3,2011-03-25,FALSE,12406.44
2,3,2011-04-01,FALSE,13404.23
2,3,2011-04-08,FALSE,12873.09
2,3,2011-04-15,FALSE,11547.5
2,3,2011-04-22,FALSE,11862.26
2,3,2011-04-29,FALSE,11867.75
2,4,2011-03-04,FALSE,46937.81
2,4,2011-03-11,FALSE,42489.21
