PID,	Sale_Price
905452150,	137387.8
902201090,	135779
527452190,	147285.9
908275280,	144681.5
527402210,	129987.2
921126010,	307066.2
905109130,	283700.8
535425070,	185930.4
905200290,	161226.6
533253060,	164735.3
535179050,	140411.2
903476100,	91788.9
533135020,	246775.3
527403120,	96872.3
528429080,	273909.1
528354100,	299078.3
902427150,	108096.6
527226040,	173724.3
924100060,	183735.8
531452180,	200235.1
907252050,	201263.1
903236200,	115767.5
910201130,	118663.5
909100080,	105255.3
535402010,	180269.6
528186100,	330135.4
905225020,	177854.3
905201110,	172485.3
527158090,	177184.7
528175010,	214938.2
902401010,	113215.1
534251320,	151858.4
902109120,	127039.6
528290170,	193689.3
534252060,	135458.3
905475510,	96960.6
527425060,	108917.3
534201130,	135350.3
526302110,	117071.9
903430050,	80917.9
902110130,	89031.4
534401110,	146504.4
528231020,	188431.5
531479020,	83501.4
905403060,	119363
916326010,	236554.5
527365030,	230272.4
528228295,	209752
527455250,	122539.7
916403040,	184965.7
527252090,	320919.2
908225240,	106964.5
528228285,	167386.1
908178050,	234558.7
916326040,	176920.6
916380060,	273942.7
903204010,	132209
528144020,	216703.9
906204230,	235378.2
528168030,	289352
531369060,	192164.6
535451100,	103713.6
906380010,	197201
527450460,	114472.4
534277070,	114901
532353050,	131172
527105140,	191532.1
908102330,	113245.4
907135230,	154188.6
908250030,	67777.2
902103090,	112223.1
528458120,	254019.4
535425060,	183508.4
527404100,	116155.4
905475160,	122518.6
902100010,	96552.3
534202020,	130799
533251110,	309396.2
528435050,	283106.2
914476130,	167527.3
924100050,	144105.1
909428280,	341479.2
906230020,	263459.5
923230180,	138946.7
907420090,	196979.9
534250010,	139615.8
532353020,	123714.3
906380180,	197386.3
531363020,	142558.6
906230010,	280938.8
923225300,	92287.9
527252050,	320955.8
923225440,	77762.6
907280090,	249161.8
527183030,	206211.5
535402220,	171492.2
532376250,	123329.8
914474020,	208879.9
907275090,	224434.2
528138030,	402447.7
908154195,	496347.4
527402240,	176898.3
903228150,	130931.2
531451020,	193479.9
909275250,	151648.2
903484080,	21410.7
534202170,	149325.4
906225180,	206359.9
916460110,	199712.6
528174010,	203145.3
528228360,	197872.4
903233140,	131741.4
535153150,	162859.4
533212020,	160520.7
909428170,	254186.5
534129060,	209974.2
527163080,	159736.5
908275290,	123812.3
903201020,	121083.6
528431110,	288091.8
903454060,	72492.5
903206120,	174875.4
527131110,	254734.8
906203120,	255626.7
908102140,	113591.5
527107210,	191821.2
923204140,	141370.1
527427200,	187516.1
528186170,	203564.4
906226070,	104475.3
527357110,	137169.6
534278170,	144634.5
534427090,	122905.9
905451390,	152429.3
534152120,	165333
535179120,	115453
528435060,	252263.6
534427140,	151810.8
903429110,	144917.4
535105110,	161660.4
528366070,	297634.5
534129040,	191499.9
535454070,	117944.4
903429080,	168434.4
906226090,	128669
534479130,	138615.7
527451290,	91548.8
527106150,	208946.4
916253320,	283475.3
916455010,	212622.2
907201220,	134014.9
908188150,	142373.8
527325090,	204481.4
906402070,	243601.7
909101010,	133003.6
528221100,	183931.3
528480170,	261957.5
906475110,	225849.6
903228080,	136678.9
528228575,	259691.4
907227080,	126965.8
905109170,	242944.2
528228545,	175428.2
534275010,	131942.3
903425340,	124211.4
902128160,	115088.7
533215040,	256665.3
911202100,	85598
528456230,	202919.6
535353160,	117673.3
902100030,	91742.1
528174070,	197431.5
528445070,	235391.3
902105060,	124450.1
909101140,	135109
532354160,	130633.8
528138060,	210024.2
527107090,	183384.9
904100090,	173783
528458130,	316831.3
535477130,	147933.1
533223010,	177403.6
528108140,	422329.3
907202130,	158177.4
527131030,	260289.3
527453010,	164263.7
907280170,	216650.3
528172030,	307446
905480210,	108284.2
902402010,	142320.4
528228555,	183757.3
902404010,	132865.2
907253110,	223591.5
906204150,	258219.9
910201050,	124702.7
528174030,	196184.8
532476050,	265692.2
907265030,	231203.5
902109160,	102668
903231240,	96961.8
902103150,	126013.2
528174040,	210363.2
916125425,	235478.7
531478010,	115866.4
916403250,	256160.2
923252080,	121877.6
534175140,	138321.3
902201120,	98366.5
534276190,	108978.7
906392090,	254676.4
916402015,	193225.1
905103110,	124572.1
907203090,	117486.2
903205085,	111633.4
528110080,	327293.6
903225140,	124507.6
903458110,	99829.8
535325350,	126244.8
528439010,	228437
535355100,	115069.1
905100060,	139395.1
903231080,	117247
902300110,	103382.1
527451460,	109608.5
535475010,	148411.4
528174050,	204985.4
527450250,	102079.6
905351089,	180592.7
535175050,	144828.3
923226270,	93647.7
908226120,	115618.2
531375130,	153736.4
905401020,	257468.8
527356050,	136835.2
534478140,	116826.8
531375120,	155234.8
908201100,	94586.1
535383060,	52122.7
534250370,	294736.9
528116010,	340986.9
921126030,	265020.9
531375100,	167456.5
535150210,	134456.5
535327160,	125550.3
528228440,	186519.5
528120170,	314135.7
527325110,	187953.6
528108010,	251899.3
909251170,	163423.8
528250020,	196971.6
527105060,	185917.9
534426110,	139995.5
534201250,	158023.6
907200170,	137121.2
908102170,	151291.6
535126100,	133065.7
533251130,	201268.7
532354090,	157182.9
905427070,	214577.7
528250010,	176144.1
905101490,	134586.8
527107010,	182526
534204120,	151755.6
528480100,	195755.7
535376010,	96910.3
908102260,	147985.9
534104100,	204620.4
909250220,	134678
923252075,	130173.3
528480040,	252949.4
903206160,	145470.9
527106050,	173040.2
910226060,	143471
902207080,	123732.9
535376100,	96047.4
535450160,	90119.2
908186070,	148803.4
528385050,	261290.2
903200050,	81418
903232030,	87809.9
527163100,	183387
907255020,	236062.2
528488120,	198675.5
527328050,	164817.7
907192090,	210240.8
907135170,	146183.4
905201090,	160648.8
905107240,	189988.1
907126030,	157452.9
902128150,	182423.8
527132090,	225069.6
534402060,	144893.5
531477040,	150729.3
903430060,	120683.4
907254050,	202547.4
902110080,	129826.3
534451130,	93736.9
528363110,	349934.9
903430040,	90299.9
902306120,	133020.2
528290060,	157546.4
907202220,	156727.3
907192120,	217135
924100040,	212034.7
527368010,	229581.5
1007100110,	151347.7
902405100,	141639.5
527216050,	448858.4
527378140,	164457.1
528228430,	195338.6
526353030,	274385.5
528429110,	265299.8
916455120,	250828.4
535353130,	111088.5
910205130,	136007.5
535477090,	115001.9
907251100,	248804.8
527146135,	291798.9
902328100,	138691.2
535180120,	127074.4
528315090,	322750.4
532353030,	144966.7
533130160,	294195.6
531382070,	238723.4
909455060,	141270.6
909452114,	210877.2
909276200,	157626.2
527451540,	103582.1
527455080,	151277.3
528228550,	177327.3
903236130,	170238.8
527453070,	134746
535454030,	86359.7
907131060,	178851.4
535425010,	231760.3
534176250,	137026
923203090,	156863.9
923400040,	177451.2
535452120,	147692.8
908128100,	185307.1
905402090,	182593.2
907290180,	141501.8
527210060,	383891.3
534200030,	116931.6
535377150,	108834.5
902206020,	67833.5
532477040,	278856.8
535301160,	132916.7
908226130,	83795
909101180,	120526.2
914478020,	139328.4
914476010,	174283.6
534430050,	119304.2
907275140,	284018.5
527357020,	154026.5
910203290,	109961
528480180,	260181.8
916455150,	288556.1
911104060,	70764.8
906380140,	191527.3
535101020,	173118.1
535125070,	225033
909101100,	128167.2
908128060,	174510
535477150,	99933.8
905477010,	100288.9
907202050,	150772.1
535454100,	127244.4
535457040,	129340.2
528315030,	313225.9
533236040,	171217.2
907420080,	195795.4
535478010,	132806.4
906420130,	238016.8
534128100,	156656.6
528429050,	243514.6
528275080,	201904.5
903426180,	123754.2
534430080,	138268.4
534400030,	152235.1
534475100,	121281.9
527108090,	262363.2
910202050,	66926.7
535378020,	101875.2
528235130,	199541.5
907290070,	174299.5
909129100,	118092.5
906223080,	225550.3
906425045,	143189.3
905452120,	132094.9
906226100,	115112.5
527162130,	187555.2
528222020,	186452.8
908229020,	87876.9
531363050,	138048.6
528482090,	290201.7
903231060,	37797.6
923227080,	166696.1
914476430,	155021.7
528178090,	352210.9
534178010,	128687
528431020,	238931.1
531384070,	196642.8
911370530,	270416.5
905401100,	197818.1
909175080,	49175.7
528386040,	361761.6
533215030,	237732.4
527302080,	236632.3
526301100,	206766.2
906477110,	157765.2
528142020,	268590.9
903430070,	73326.7
527256120,	484673.1
905451330,	157513.1
528354060,	263253.3
923229110,	172013.4
528222090,	183507.9
907290040,	200923.9
534451050,	114418.2
908152270,	150803.4
526302030,	153657.8
535382150,	87226.1
535180020,	165929.1
907401080,	201186
902302150,	134121.8
535325320,	122521.7
903233050,	133551.8
916403020,	207640.9
905107320,	138315.6
528186130,	340859.2
907181120,	188836
907275030,	210944.2
903456110,	202696.2
906380110,	224805.1
909425010,	243322.2
914453045,	281243.9
906394040,	227781.1
904100100,	203756.1
903233180,	132914.6
905200350,	157456.2
902205090,	115680.2
528235170,	217304.5
535151100,	123114.7
528292040,	193565.4
906203140,	252341.7
910205020,	95498.9
533250130,	257479.4
903225160,	128932.9
907295040,	238832.9
528110100,	379718.6
532376110,	126811.3
528290140,	191595.9
535401140,	145153.5
905226050,	151362.4
534478230,	150949.9
535451190,	117325.3
905476160,	105380.3
907290140,	140736.8
909277100,	148251.9
904101070,	207370.2
534427040,	150053.6
528240020,	191734.2
916455050,	203098
903232090,	150794.8
903226130,	111118
528250070,	197724.3
528218080,	179582.4
528431080,	218682.5
528431120,	259164.8
528228375,	234359
906385020,	179417.8
908103320,	140375.6
527105050,	181929.7
534275170,	135516.9
907202190,	135031.2
534128190,	227621.5
923227030,	151404.7
905426100,	182832.8
906201022,	190021.5
905103140,	163316.7
909251040,	160253.4
916125360,	157145.2
921205070,	288034.9
906340120,	282406.7
905427030,	291306.1
907187080,	191148
528231030,	196216.7
911370430,	320008.9
923203100,	172497.6
528366040,	320029.1
902477130,	37078.2
905101310,	118897.7
528275070,	222578.5
531380080,	230764.5
903236010,	122995.3
527163130,	176965
909250030,	104732.8
527105070,	193435.8
907131120,	192523.8
911175440,	73439.5
535402120,	166896.1
908250090,	101838.7
527107130,	175678.5
535476360,	201671.2
535452090,	128523.9
535456100,	109629.2
903401070,	139911.5
908154235,	527050.2
909275080,	173524.4
528458070,	241749.8
906380100,	281298.4
535404080,	121206.6
902102080,	121060.8
533254130,	181817.8
528439040,	240305.8
528290120,	177302.7
905202190,	233320.7
902329080,	143916.4
905226130,	156081.7
916382100,	389866.7
903430090,	124358.5
903230100,	105642.6
916386020,	184867.7
906223110,	230410.3
910226040,	153093.4
535125090,	207459.5
528108040,	385704.1
903481120,	114917.2
908152080,	129619.7
531375090,	126277.4
533350050,	310468.3
528456190,	216290.7
527402060,	156375.8
906402200,	298164.3
903454090,	131871.4
533352075,	216963.3
528172060,	241367.5
904100040,	128119.9
533130130,	303460.5
923230040,	156602.8
903235020,	97081.6
902406020,	114049.9
903226170,	132634
907175060,	209757
528490080,	203557.3
923251160,	111975
527452100,	143263.7
906204180,	217204.3
527162180,	166829.8
528118050,	482782.9
905107220,	166769.3
527212050,	344411.3
906402060,	233909.5
902206220,	146824.8
528220040,	179199.5
535402230,	142383
905426010,	221876.6
905352030,	215967
906392070,	193289.7
909275040,	132959.3
909425130,	201807.7
909101060,	69365.7
905104240,	136213.5
909475040,	338373.8
527105130,	271222
907200230,	119781.9
528102110,	460063.5
531475220,	150030.5
907280040,	217230.2
527276150,	116417.7
908225180,	99823.1
534431050,	204140.1
909250060,	194430.1
907410050,	202852.1
534128020,	202694.6
527358140,	205440.9
909475230,	290656.6
914476330,	192503.4
905101450,	144141
923252100,	126307.4
533242080,	192936
923228370,	90515.1
909100150,	116346.7
534425080,	184469.4
909428120,	221959.3
527108030,	234447.3
923205015,	171358.7
533208080,	161431.9
526354020,	203429.6
905101200,	100716.1
905200260,	152421.4
528228565,	198144.3
534176140,	166206.4
903231190,	115882.6
910203020,	105062.2
902400090,	95905
528222010,	269079.4
528102030,	344932.5
909179020,	204103.3
903427120,	141887.6
907412040,	191942.5
535353050,	143998.2
904301410,	98807.9
910200040,	116628.6
905301050,	266756.7
903457130,	114172.9
909250230,	187860.5
907194110,	191895.5
527302110,	217886.2
921205030,	352721.9
528166120,	416416.1
527146030,	247754.2
535426350,	147118.1
902206130,	123166.8
907131190,	190596.3
909254140,	115652.2
905101100,	96182.3
528376010,	311973.5
902329030,	189184
535304170,	130262
907420050,	184875.3
535380130,	116137.1
528429060,	252740.8
528240040,	168689.6
909428110,	167674.1
909275110,	215078.5
534276010,	117175.7
535425040,	197779.2
902300215,	141299.9
916460070,	194075.3
528429100,	320022.4
903206170,	165506.2
907187040,	231489.4
923227100,	151075.5
903453080,	204358
923225260,	166169.7
533212130,	146316.8
907180120,	216663.5
902306130,	148719.8
527254070,	349473.1
904351040,	81698.6
528390210,	239787.6
909428190,	218716.2
528363130,	344901.8
904351280,	122538.9
907262030,	206043.8
923400025,	157758.1
907295020,	223865.9
914452090,	175094.4
535152010,	128314.9
909251030,	135521.2
908228040,	119999.2
528102090,	352671.2
905478030,	140914.5
535402180,	112272.4
923202220,	148250.6
535126010,	198976.3
528482130,	227767.4
909280030,	226473.1
906380050,	213862.3
909252110,	180291.9
906380190,	190423.5
534175100,	167491.6
532476080,	251733.2
903476090,	121069.3
535452140,	112885.1
527455030,	141506.7
531452260,	163601.1
531380110,	192560.7
527110120,	178227.2
535383110,	99677.1
908152180,	147355.2
908186080,	133948.6
902106010,	143064.1
527182020,	167550.4
535403030,	130925.4
923201020,	139907.7
902110120,	124523.2
533215020,	267578.9
906225210,	160815
533208090,	173995
534400050,	159172.5
534276290,	109509.2
528445020,	209241.2
534403410,	165033.6
533238045,	286685.1
908276230,	114938.5
908203100,	95310.8
531451280,	199312.6
907180050,	190183
534403050,	147497.2
907410080,	208058.9
527106010,	210269.7
904302260,	103462.5
528290190,	162969.6
911370500,	289238.1
528292060,	217159.8
535457020,	157148.3
907227060,	156108.3
923275010,	163906.4
528477020,	255029.4
923204150,	130851.2
528106120,	256155.8
532479050,	134926.8
905200100,	138615.5
528176010,	456424
906394050,	184045.4
914478045,	150222.2
902125080,	96545.9
528102100,	279613.2
527212030,	474815.8
914452060,	146983
902330040,	180599.7
531453140,	150398.6
907227030,	139026.5
534250335,	163098
534430090,	129826.1
527108040,	226777.3
909254070,	177484.1
531363080,	143301.1
903201080,	175385.6
916382110,	337947.6
534429030,	97388.2
903475100,	119411.5
534426040,	152047.6
902328040,	138204.3
528174080,	215431.8
902400110,	313034.3
923226150,	148779.4
909277090,	156597.6
907250050,	275328.2
527254020,	338156
909276010,	203842.6
535455060,	117140.1
903226060,	162523.9
535325460,	184974.5
533252020,	177565.5
902103170,	94019.1
905105040,	111021.3
908128110,	177862.9
907202080,	139501.5
534127230,	164095.3
905102060,	141768.3
528482010,	254440.2
534430110,	138569.4
533352150,	160982.5
916386140,	221724.1
908188140,	137224.3
531451030,	183962.8
905200490,	132621.1
535302200,	119349.8
907414080,	179273.8
533241010,	201571.7
909256060,	131562.3
527250040,	130799.7
527165010,	188813.7
902300020,	175394.8
528222080,	181118.3
907196020,	223722.3
531371050,	181528.3
534276160,	124526.9
535150280,	128385.9
528315070,	279271.1
907412090,	199973.1
909254050,	209022.2
923229100,	203979.1
528250030,	203368.2
527353080,	171642.5
908152110,	153197.9
528429090,	331280.5
533210060,	165993.1
527225035,	201051.5
