PID,	Sale_Price
533251130,	204228.3
532354090,	155347.5
905427070,	222149.7
528250010,	171172.9
905101490,	130858.4
527107010,	178208.4
534204120,	147939.3
528480100,	195020.4
535376010,	102236.5
908102260,	154674.6
534104100,	202491
909250220,	179561.9
923252075,	137125.2
528480040,	251671.9
903206160,	170045
527106050,	168687.8
910226060,	133086.4
902207080,	126513.2
535376100,	114442
535450160,	91420.8
908186070,	143536.7
528385050,	241529.5
903200050,	98125.9
903232030,	88454.9
527163100,	188272.2
907255020,	259635.8
528488120,	186994.2
527328050,	164193.4
907192090,	216855.3
907135170,	147415.4
905201090,	154804.1
905107240,	168255.4
907126030,	153359.7
902128150,	141643.1
527132090,	204505.6
534402060,	158750.5
531477040,	147686.1
903430060,	124762.2
907254050,	205085.7
902110080,	134093.5
534451130,	85665.6
528363110,	336817.9
903430040,	84563.3
902306120,	128951.2
528290060,	158031
907202220,	132939.6
907192120,	203785.3
924100040,	215933.4
527368010,	233185.3
1007100110,	122663.6
902405100,	147888.4
527216050,	371067.3
527378140,	171320.7
528228430,	202362
526353030,	288285.8
528429110,	243556.6
916455120,	235362.1
535353130,	112062.9
910205130,	134300.1
535477090,	123587.7
907251100,	245518.8
527146135,	295120.1
902328100,	143314
535180120,	130777.5
528315090,	327968.6
532353030,	140349
533130160,	265501.6
531382070,	260134.5
909455060,	156230.9
909452114,	216043.6
909276200,	153371.2
527451540,	100072.8
527455080,	143679.9
528228550,	173726.1
903236130,	165589.4
527453070,	135929
535454030,	88354.7
907131060,	176855.4
535425010,	241999.6
534176250,	135871.1
923203090,	161209.6
923400040,	167744.6
535452120,	147966.8
908128100,	180651.2
905402090,	158324.4
907290180,	140975.4
527210060,	348556.5
534200030,	117940.4
535377150,	106749.1
902206020,	57822.7
532477040,	265937.4
535301160,	121880
908226130,	87886.9
909101180,	103713.6
914478020,	131228.9
914476010,	164136.1
534430050,	125910.4
907275140,	280012.4
527357020,	158968.2
910203290,	106265.4
528480180,	257085.5
916455150,	290584.6
911104060,	62808.7
906380140,	179197.7
535101020,	166552.8
535125070,	234288
909101100,	136659.4
908128060,	195006.1
535477150,	110330.9
905477010,	95406.3
907202050,	144002.7
535454100,	120342.1
535457040,	130568.3
528315030,	317955.4
533236040,	158025.9
907420080,	190086.6
535478010,	139917.1
906420130,	252704.9
534128100,	162571.7
528429050,	246488.9
528275080,	199476.6
903426180,	139406.6
534430080,	141533.1
534400030,	145230.8
534475100,	124669.6
527108090,	232142.9
910202050,	64763.7
535378020,	114771
528235130,	188490.9
907290070,	172120.2
909129100,	129703.8
906223080,	232530
906425045,	133549.3
905452120,	122543.8
906226100,	120861.6
527162130,	199035
528222020,	178285
908229020,	91004.5
531363050,	141800.2
528482090,	280967.1
903231060,	30584.7
923227080,	148505.3
914476430,	157242.5
528178090,	387554.9
534178010,	132951.7
528431020,	251641.4
531384070,	204444.6
911370530,	259505.9
905401100,	196113
909175080,	52482.9
528386040,	369180.6
533215030,	239120.7
527302080,	229430.4
526301100,	209901.7
906477110,	147840.3
528142020,	245866.6
903430070,	108517.7
527256120,	457430.6
905451330,	159630
528354060,	240299.6
923229110,	173045.5
528222090,	184026.2
907290040,	205854.8
534451050,	111719.6
908152270,	162055.7
526302030,	145599.2
535382150,	81115.2
535180020,	156481.8
907401080,	220175.7
902302150,	128359.8
535325320,	128190
903233050,	131446.5
916403020,	190132.2
905107320,	141895.5
528186130,	369355.3
907181120,	193677.2
907275030,	231573.7
903456110,	187715.7
906380110,	245608.1
909425010,	241208.8
914453045,	324849.2
906394040,	226081.6
904100100,	210470
903233180,	129547.6
905200350,	144473.7
902205090,	114153.8
528235170,	211710.6
535151100,	131973
528292040,	179546.1
906203140,	283710.8
910205020,	86766.7
533250130,	274680
903225160,	113245.3
907295040,	234330.7
528110100,	414128.8
532376110,	133147.2
528290140,	194377.8
535401140,	141486.1
905226050,	160819.4
534478230,	154418.1
535451190,	112214.5
905476160,	123886.3
907290140,	139811.5
909277100,	136278.2
904101070,	214612.5
534427040,	149213.5
528240020,	188722.9
916455050,	204571.1
903232090,	149704.1
903226130,	114590.6
528250070,	212196.8
528218080,	179675.6
528431080,	237915.1
528431120,	271507.9
528228375,	244175.3
906385020,	199243.5
908103320,	125693.4
527105050,	187800.4
534275170,	134390.2
907202190,	138008.6
534128190,	223333.7
923227030,	146693.4
905426100,	176037.8
906201022,	185208.4
905103140,	158761.9
909251040,	154073.9
916125360,	165557.9
921205070,	292812.5
906340120,	279176.2
905427030,	294936.9
907187080,	181839.2
528231030,	188084.9
911370430,	294780.8
923203100,	178410.4
528366040,	332873.6
902477130,	46847.8
905101310,	131204.5
528275070,	231899.9
531380080,	241784.8
903236010,	120916.8
527163130,	187471.5
909250030,	119037.7
527105070,	195323.8
907131120,	204715
911175440,	70809.7
535402120,	166596.8
908250090,	107715.7
527107130,	189704
535476360,	197772.7
535452090,	127890.4
535456100,	114095
903401070,	137574.3
908154235,	250030.6
909275080,	181138
528458070,	207814.7
906380100,	289520.7
535404080,	122041.8
902102080,	116598.6
533254130,	175124.5
528439040,	223480.7
528290120,	192152.1
905202190,	222161.8
902329080,	125555.5
905226130,	143489.2
916382100,	409846.2
903430090,	137760.4
903230100,	104417.2
916386020,	185928
906223110,	218110.5
910226040,	148227.5
535125090,	197149.4
528108040,	392555.5
903481120,	123078.9
908152080,	128640.9
531375090,	130814.8
533350050,	322619.2
528456190,	208594.6
527402060,	149376.1
906402200,	337860.9
903454090,	127248.7
533352075,	190169.5
528172060,	255274.6
904100040,	133643
533130130,	319442.2
923230040,	152778.4
903235020,	89364.7
902406020,	113219.2
903226170,	129312.1
907175060,	208564.4
528490080,	203169.5
923251160,	119695.1
527452100,	136326.4
906204180,	239323.7
527162180,	177851.3
528118050,	437779.8
905107220,	166132.4
527212050,	282407
906402060,	237935.8
902206220,	159567
528220040,	175393.6
535402230,	136000.1
905426010,	230907.1
905352030,	197667.7
906392070,	201171.1
909275040,	146309.3
909425130,	194329.4
909101060,	60301.3
905104240,	131490
909475040,	236347
527105130,	268773.2
907200230,	124260.3
528102110,	446172.5
531475220,	146051.6
907280040,	236730.7
527276150,	108465.5
908225180,	94478.7
534431050,	231789.8
909250060,	209162.7
907410050,	205012.5
534128020,	204040
527358140,	203120.3
909475230,	284500.4
914476330,	188972.9
905101450,	139939.1
923252100,	134847.8
533242080,	176932.9
923228370,	89797.4
909100150,	108600.7
534425080,	176197.9
909428120,	215303.2
527108030,	235428.5
923205015,	168867.7
533208080,	161655.9
526354020,	187843.2
905101200,	110693.5
905200260,	156536.2
528228565,	206713.5
534176140,	158345.7
903231190,	111721.8
910203020,	86262.5
902400090,	98944.9
528222010,	275901.1
528102030,	348942
909179020,	204497.4
903427120,	146564.6
907412040,	189151
535353050,	149988.1
904301410,	99253.3
910200040,	118071.1
905301050,	266140.2
903457130,	110185.8
909250230,	168574.9
907194110,	188675
527302110,	234958.8
921205030,	381361.6
528166120,	411830.7
527146030,	245793.2
535426350,	148403.3
902206130,	125224.4
907131190,	194444.5
909254140,	89156.8
905101100,	99107.4
528376010,	307781.1
902329030,	179944.2
535304170,	130296.9
907420050,	187529.5
535380130,	139602.2
528429060,	244365.1
528240040,	164154
909428110,	170331.3
909275110,	190705.8
534276010,	120182.4
535425040,	189375.2
902300215,	130553.2
916460070,	209828.4
528429100,	301215.9
903206170,	171791.4
907187040,	218332.1
923227100,	141945.1
903453080,	181726.7
923225260,	169784.6
533212130,	146868.4
907180120,	216748.6
902306130,	140008
527254070,	320008.1
904351040,	86733.8
528390210,	223497.1
909428190,	194916.9
528363130,	340095.4
904351280,	121833.8
907262030,	210820.7
923400025,	168206.2
907295020,	222807
914452090,	166521.3
535152010,	128284.4
909251030,	144824.8
908228040,	129293.4
528102090,	339532.8
905478030,	148555
535402180,	121501.6
923202220,	139215
535126010,	208537.9
528482130,	230489.9
909280030,	228636
906380050,	216313.7
909252110,	177964.3
906380190,	185220.5
534175100,	163082.2
532476080,	279111.8
903476090,	113492.1
535452140,	101717.6
527455030,	139728.6
531452260,	165912.1
531380110,	194302
527110120,	178396.8
535383110,	98114.9
908152180,	134328.5
908186080,	150137.6
902106010,	145169.6
527182020,	162793.9
535403030,	130917.2
923201020,	138716.2
902110120,	118858.7
533215020,	289404.5
906225210,	160865.2
533208090,	183410.3
534400050,	162538.7
534276290,	106315.9
528445020,	222665.7
534403410,	166883.2
533238045,	284055.5
908276230,	112620.5
908203100,	97507.2
531451280,	215897
907180050,	191342.9
534403050,	138295.6
907410080,	211870.2
527106010,	225268.3
904302260,	101836
528290190,	165347.4
911370500,	294789.6
528292060,	243914.1
535457020,	161896.5
907227060,	131942.2
923275010,	147345.2
528477020,	236755.3
923204150,	120913.8
528106120,	251462.5
532479050,	144419.8
905200100,	117050
528176010,	482349.8
906394050,	188759.4
914478045,	142788.3
902125080,	96214.1
528102100,	261987.8
527212030,	446073
914452060,	144457.4
902330040,	139620.9
531453140,	145336.7
907227030,	130783.8
534250335,	166204.5
534430090,	119045.6
527108040,	237226.6
909254070,	184361
531363080,	140769
903201080,	164086.2
916382110,	319755.2
534429030,	99333.5
903475100,	126225.9
534426040,	146847.1
902328040,	130898.3
528174080,	207865.8
902400110,	314236.1
923226150,	150846
909277090,	152092.7
907250050,	277934.8
527254020,	379373.8
909276010,	190948
535455060,	121539.1
903226060,	155672.6
535325460,	195143.2
533252020,	161848.2
902103170,	92500.7
905105040,	116799.8
908128110,	173320.8
907202080,	134639.2
534127230,	166799.8
905102060,	134894.2
528482010,	255427.8
534430110,	138908.3
533352150,	174569.9
916386140,	208831.3
908188140,	132629.2
531451030,	190040.1
905200490,	124022.9
535302200,	117241.3
907414080,	177349
533241010,	181513.6
909256060,	130349.6
527250040,	125063.6
527165010,	186774.7
902300020,	178753.4
528222080,	164610.8
907196020,	240738.9
531371050,	172705.2
534276160,	126613.7
535150280,	132926.1
528315070,	267299.8
907412090,	194716.9
909254050,	178867
923229100,	196317.1
528250030,	218447.3
527353080,	175979.2
908152110,	150191.9
528429090,	323900.4
533210060,	158125.4
527225035,	219611.2
